시도교육청코드,시도교육청명,표준학교코드,학교명,영문학교명,학교종류명,소재지도로명주소,학교상태명,설립일자
B10,서울특별시교육청,7010672,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010673,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010674,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010675,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010676,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010677,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010678,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010679,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010680,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010681,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010682,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010683,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010684,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010685,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010686,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010687,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010688,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010689,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010690,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010691,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010692,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010693,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010694,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010695,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010696,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010697,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010698,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010699,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010700,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010701,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010702,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010703,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010704,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010705,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010706,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010707,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010708,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010709,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010710,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010711,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010712,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010713,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010714,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010715,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010716,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010717,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010718,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010719,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010720,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010721,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010722,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010723,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010724,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010725,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010726,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010727,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010728,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010729,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010730,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010731,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010732,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010733,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010734,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010735,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010736,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010737,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010738,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010739,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010740,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010741,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010742,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010743,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010744,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010745,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010746,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010747,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010748,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010749,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010750,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010751,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010752,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010753,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010754,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010755,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010756,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010757,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010758,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010759,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010760,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010761,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010762,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010763,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010764,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010765,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010766,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010767,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010768,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010769,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010770,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010771,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010772,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010773,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010774,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010775,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010776,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010777,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010778,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010779,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010780,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010781,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010782,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010783,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010784,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010785,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010786,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010787,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010788,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010789,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010790,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010791,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010792,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010793,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010794,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010795,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010796,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010797,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010798,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010799,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010800,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010801,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010802,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010803,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010804,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010805,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010806,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010807,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010808,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010809,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010810,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010811,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010812,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010813,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010814,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010815,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010816,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010817,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010818,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010819,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010820,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010821,효창공원앞역,Hyochang.csv
